community,type,post_id,text,likes,reposts,views,date
arzamas.academy,comment,154627,"Правильный ответ
.
.
.
.
.
.
.
.
Бедные, но очень умные юноши могли претендовать на богатых невест, потому что иметь в семье умного зятя — это престижно.",4,,,2026-04-03 11:48:43
arzamas.academy,post,154623,"Хорошо ли вы себе представляете, как устроено еврейское сватовство? Давайте поверим!

В подкасте «Радио „Сарафан“» этнограф и переводчик Валерий Дымшиц рассказывает, как в еврейском сообществе совершали браки: https://open.arzamas.academy/a/2039/15380?utm_source=vk&utm_medium=post&utm_campaign=arzamas_channel",26,4.0,8371.0,2026-04-03 11:33:59
arzamas.academy,comment,154623,"Правильный ответ
.
.
.
.
.
.
.
.
После подписания условий помолвки разбивают тарелку, собирают ее осколки и хранят дома как семейную реликвию. Этот жест подразумевает необратимость принятых решений.",6,,,2026-04-03 11:34:45
arzamas.academy,post,154618,"Где оформить подписку на Arzamas вместо App Store

К сожалению, с 1 апреля 2026 года пополнить счет российского аккаунта Apple через мобильных операторов не получится. Новую подписку на Arzamas можно оформить у нас на сайте (лучше сделать это после окончания текущей, если она у вас есть): https://arzamas.academy/account?utm_source=vk&utm_medium=post&utm_campaign=arzamas_channel  

Чтобы оформить подписку, нужно:

— войти в свой аккаунт;
— выбрать необходимый вариант подписки и оплатить ее;
— войти в аккаунт в приложении тем же способом, что и на сайте.

К оплате принимаются как российские, так и зарубежные карты, но во втором случае иногда могут возникать проблемы. Если это случилось, пожалуйста, напишите нам: по адресу radio@arzamas.academy или через раздел «Связь с редакцией» в приложении.

Спасибо, что остаетесь с нами! 

📌 На Сенном рынке. 1902 год
Library of Congress",75,10.0,25518.0,2026-04-02 19:48:05
arzamas.academy,post,154615,"Модный фотограф случайно снимает влюбленную пару в парке и этим оказывается втянут в криминальную историю. Такова фабула самого известного фильма Микеланджело Антониони «Фотоувеличение», которая, однако, практически ничего не говорит об истинной, философской сути картины. 

Что поведение героев «Фотоувеличения» говорит о негласных правилах, принятых в человеческом обществе? Почему главная категория фильмов Антониони — пустота? И какое глубинное высказывание об устройстве реальности скрывается за детективной историей?

Ищите ответы в третьей лекции курса «Философ идет в кино»: https://open.arzamas.academy/a/2185/15406?utm_source=vk&utm_medium=post&utm_campaign=arzamas_channel",80,36.0,17263.0,2026-04-02 17:09:05
arzamas.academy,comment,154615,Зачем философу в кино.  Эстетику Гегеля пусть читает.,0,,,2026-04-03 17:08:55
arzamas.academy,comment,154615,"Фильм про то, что в мире относительно.",0,,,2026-04-04 05:48:03
arzamas.academy,post,154611,"Ынджеру дай нам на сей день!

24 вида щей, наваристая фейжоада из мяса и бобов, чилакилес для завтрака, жареный рис с яйцом, новозеландское варево и рагу из кимчи, помогающее от похмелья. Делимся рецептами простых и сытных блюд от Италии до Якутии — таких, которые могли собрать за одним столом целые деревни: https://arzamas.academy/materials/2594?utm_source=vk&utm_medium=post&utm_campaign=arzamas_channel 

Проект подготовлен совместно с Благотворительным фондом [club225686264|«Выручаем»].",44,14.0,9988.0,2026-04-02 14:00:23
arzamas.academy,post,154609,"«Китайцы считают, что словесность напоминает природный ландшафт и в антологии должна быть продемонстрирована природа как она есть: есть холмы и горы — лучшие поэты, есть поэты ровненькие, а есть совсем беда — овраги. И как это представить русскому читателю? Ты же не можешь написать, что поэт такой-то — овраг в китайской поэзии и вы его всерьез не воспринимайте. Потому что с китайской точки зрения он достраивает пейзаж до чего-то целостного, до полноты, которая и есть поэзия».

Клумба, обложенная блинами,  чтение и перевод китайской поэзии, первые драки и создание Института восточных культур и античности РГГУ — слушайте «Ученый совет» с синологом Ильей Смирновым теперь и в приложении «Радио Arzamas»: https://open.arzamas.academy/a/1735/15413?utm_source=vk&utm_medium=post&utm_campaign=arzamas_channel",61,22.0,11869.0,2026-04-02 12:09:09
arzamas.academy,comment,154609,"А текстовой версии нет, да?(",0,,,2026-04-02 23:02:36
arzamas.academy,post,154599,"Друзья, времена такие, что не до приколов совершенно, но у нас есть пять важных инструкций, которые лучше всегда иметь под рукой.

Как принести жертву богам
https://arzamas.academy/mag/416-zhertva?utm_source=vk&utm_medium=post&utm_campaign=arzamas_channel 

Как стать сказителем 
https://arzamas.academy/materials/545?utm_source=vk&utm_medium=post&utm_campaign=arzamas_channel 

Как достучаться до царя
https://arzamas.academy/mag/472-tsar?utm_source=vk&utm_medium=post&utm_campaign=arzamas_channel

Какъ писать въ старой орѳографіи?
https://arzamas.academy/materials/1164?utm_source=vk&utm_medium=post&utm_campaign=arzamas_channel 

Как узнать ведьму
https://arzamas.academy/materials/257?utm_source=vk&utm_medium=post&utm_campaign=arzamas_channel  

Корзина с почтовыми голубями для велосипедистов и горных войск. Фотография Августа Гизи. Швейцария, около 1914–1918 годов
© Schweizerisches Bundesarchiv",405,138.0,87394.0,2026-04-01 18:44:05
arzamas.academy,comment,154599,Хорошо сказали про времена...),6,,,2026-04-02 00:04:07
arzamas.academy,comment,154599,"Мы с Вами, АРЗАМАСцы!! Всей душой и болью в сердце..🕊️🩵🤍🩵",2,,,2026-04-02 21:07:51
arzamas.academy,comment,154599,,0,,,2026-04-04 03:37:18
arzamas.academy,comment,154599,,0,,,2026-04-04 03:39:06
arzamas.academy,comment,154599,Достучаться до царя - это сейчас срок на 10 лет 🤣,1,,,2026-04-06 13:21:53
arzamas.academy,post,154591,"217 лет назад родился Николай Гоголь! Отвечаем на вопросы о том, любил ли он лечиться, вязать, пить гоголь-моголь, переживал ли из-за длинного носа, зачем путал свою биографию и точно ли сжег второй том «Мертвых душ» специально. 

🎧 Аудио

Курс «Загадки Гоголя»
https://open.arzamas.academy/a/2127?utm_source=vk&utm_medium=post&utm_campaign=arzamas_channel 
 
Курс «Трудовые будни героев Пушкина, Лермонтова, Гоголя и Грибоедова»
https://open.arzamas.academy/a/1995?utm_source=vk&utm_medium=post&utm_campaign=arzamas_channel 
 
Лекция «Что Гоголь, Толстой и Достоевский искали в монастыре»
https://open.arzamas.academy/a/1576/10828?utm_source=vk&utm_medium=post&utm_campaign=arzamas_channel 

Лекция «Русский писатель на Западе»
https://open.arzamas.academy/a/1502/10353?utm_source=vk&utm_medium=post&utm_campaign=arzamas_channel 

Пушкин троллил Гоголя? Гоголь манипулировал Пушкиным?! Эпизод подкаста «Неловкая пауза»
https://open.arzamas.academy/a/2073/14855?utm_source=vk&utm_medium=post&utm_campaign=arzamas_channel 

Николай Гоголь. «Шинель». Читает Сергей Юрский 
https://open.arzamas.academy/a/297/2465?utm_source=vk&utm_medium=post&utm_campaign=arzamas_channel 

📖 Тексты 
 
Фактчек: 12 самых популярных легенд о Гоголе
https://arzamas.academy/mag/904-nemogol?utm_source=vk&utm_medium=post&utm_campaign=arzamas_channel 

Как написать петербургскую повесть Гоголя: инструкция
https://arzamas.academy/materials/1133?utm_source=vk&utm_medium=post&utm_campaign=arzamas_channel 
 
9 «ошибок» Гоголя
https://arzamas.academy/mag/616-gogols_mistakes?utm_source=vk&utm_medium=post&utm_campaign=arzamas_channel 

5 вопросов о «Мертвых душах»
https://arzamas.academy/mag/545-chichikov?utm_source=vk&utm_medium=post&utm_campaign=arzamas_channel 
 
7 секретов «Мертвых душ»
https://arzamas.academy/mag/362-mertvie_dushi?utm_source=vk&utm_medium=post&utm_campaign=arzamas_channel 
 
Юрий Манн: «Гоголь во многом прав, и то, в чем он прав, — это очень тяжелая истина»
https://arzamas.academy/mag/1094-mann?utm_source=vk&utm_medium=post&utm_campaign=arzamas_channel 

Федор Моллер. Портрет Николая Гоголя. 1840-е годы 
Wikimedia Commons",161,36.0,19779.0,2026-04-01 15:01:05
arzamas.academy,comment,154591,Он сжёг третий Том а второй том спасли его друзья. То есть не Гоголя а рукопись. Второй том был опубликован естественно с большими купюрами. Я его читал в издании 1890  какого-то года издательства Маркса. Современной широкой аудитории редакция второго тома  почти неизвестна,1,,,2026-04-04 18:27:18
arzamas.academy,post,154582,"Совет дня: делайте только неудачные фотографии, чтобы вас не смог заменить двойник. Ну а если все же получится хороший снимок, то обязательно закройте себя смайликом, чтобы душу не украли!

Откуда возникли суеверия, связанные с фотографированием? Почему Сьюзен Сонтаг называла процесс запечатления убийством? Неужели фоторужье — это реальность, а не порождение Простоквашино? На все эти вопросы Наташа Фаликова отвечает в новом выпуске «Неловкой паузы».",122,46.0,29560.0,2026-04-01 11:18:12
arzamas.academy,comment,154582,Эпизод можно также послушать бесплатно у нас на сайте и в приложении «Радио Arzamas»: https://open.arzamas.academy/a/2073/15411,2,,,2026-04-01 11:18:47
arzamas.academy,comment,154582,"Чушь. Отсебятина от прочтения Сьюзен Сонтаг  ""О фотографии""",2,,,2026-04-01 11:42:13
arzamas.academy,comment,154582,А где же Ролан Барт? 😁,0,,,2026-04-01 12:21:41
arzamas.academy,comment,154582,"Не смотритесь в зеркало, вы от этого стареете!",0,,,2026-04-01 19:48:14
arzamas.academy,comment,154582,Мозговая пурга.,0,,,2026-04-03 23:15:16
arzamas.academy,post,154575,"Сегодня юбилей отмечает Сергей Юрьевич Неклюдов, один из ведущих российских фольклористов, монголовед и создатель Центра типологии и семиотики фольклора РГГУ. Вспоминаем интервью из рубрики «Ученый совет», в котором Сергей Юрьевич рассказывает о своем отчиме Варламе Шаламове, поступлении на филфак, научной этике и встречах с монгольскими сказителями: https://arzamas.academy/mag/717-nekludov?utm_source=vk&utm_medium=post&utm_campaign=arzamas_channel

📷 Сергей Неклюдов. 2019 год",358,45.0,35112.0,2026-03-31 19:00:06
arzamas.academy,post,154572,"«Мне казалось, он слишком возбужден, слишком долго на воздухе, слишком напрягает голос, утомляет сердце.
     — Корней Иванович устал, — сказала я тихонько учительнице. — Ему пора бы домой.
     Он услыхал меня.
     — Не слушайте эту старую тетку! — закричал он сердито. — Ничего я не устал! Я здоров! А ну, ребята, кто соберет больше шишек?»

Сегодня день рождения Корнея Чуковского. Скоро мы выпустим отдельный курс о нем, а пока публикуем большую подборку. В ней — приключения рифм, мифы о биографии и Тараканище, борьба за «Бармалея», знаменитые гости Куоккалы и подробный разбор крокодилов. 

🎧 Аудио

«Крокодил» Чуковского. Эпизод подкаста «Остров сокровищ»
https://open.arzamas.academy/a/2149/15120?utm_source=vk&utm_medium=post&utm_campaign=arzamas_channel 

Чуковский — это Marvel или Тарантино? Эпизод подкаста «Неловкая пауза»
https://open.arzamas.academy/a/2073/15197?utm_source=vk&utm_medium=post&utm_campaign=arzamas_channel 

В чем польза тараканов? Эпизод подкаста «Неловкая пауза»
https://open.arzamas.academy/a/2073/14305?utm_source=vk&utm_medium=post&utm_campaign=arzamas_channel 

Проклятие Репина: картины убивали людей?! Эпизод подкаста «Неловкая пауза»
https://open.arzamas.academy/a/2073/14590?utm_source=vk&utm_medium=post&utm_campaign=arzamas_channel 

Чуковский читает «От двух до пяти»
https://arzamas.academy/micro/chtenie/18?utm_source=vk&utm_medium=post&utm_campaign=arzamas_channel 

Чуковский о Пастернаке
https://arzamas.academy/materials/391?utm_source=vk&utm_medium=post&utm_campaign=arzamas_channel

📖 Тексты

Фактчек: 10 самых популярных легенд о Корнее Чуковском
https://arzamas.academy/mag/1350-korney?utm_source=vk&utm_medium=post&utm_campaign=arzamas_channel 

10 цитат из воспоминаний Корнея Чуковского
https://arzamas.academy/mag/1153-shukovsky?utm_source=vk&utm_medium=post&utm_campaign=arzamas_channel 

Как читать «Приключения Бибигона»
https://arzamas.academy/mag/434-bibigon?utm_source=vk&utm_medium=post&utm_campaign=arzamas_channel 

Почему в СССР запрещали сказки Чуковского
https://arzamas.academy/materials/372?utm_source=vk&utm_medium=post&utm_campaign=arzamas_channel

Чтение на 15 минут: «Люди 1920-х годов. Вопреки утопии»
https://arzamas.academy/mag/1247-1920s?utm_source=vk&utm_medium=post&utm_campaign=arzamas_channel 

Корней Чуковский — о набоковской лжи
https://arzamas.academy/mag/255-nabokov?utm_source=vk&utm_medium=post&utm_campaign=arzamas_channel 

Как Пастернак уговорил Чуковского выпить
https://arzamas.academy/materials/371?utm_source=vk&utm_medium=post&utm_campaign=arzamas_channel 

🧩 Тест

Что такое сердитки, вихрахер и маминет?
https://arzamas.academy/mag/743-ot_2_do_5?utm_source=vk&utm_medium=post&utm_campaign=arzamas_channel 

Корней Чуковский
© chukfamily 

Корней Чуковский. Рисунок Владимира Маяковского из рукописного альманаха Корнея Чуковского «Чукоккала». 1915 год
© Издательство «Искусство»",382,106.0,96680.0,2026-03-31 15:00:09
arzamas.academy,comment,154572,"На фото такой комильфо ,- а у Маяковского такой же расхристанный как Маяковский.",0,,,2026-03-31 19:26:22
arzamas.academy,comment,154572,"Почитал либероидный бред про то, как ""запрещали сказки Чуковского"". Сказки критиковали, и много, но он печатался и продолжал печататься. Автор даже не пытается понять критиков Чуковского. Революционеры, заставшие царский режим, отчётливо видели, каким мистицизмом окутывал церковь и идеология ""самодержавия, православия и народности"" общественное сознание. Как тщательно погружали воспитание в сказку и мистику.  Да и многие не-революционеры прошли в начале 20 века через Серебряный век, который замудренной формой и шизофренией выстроенной бессмысленности  активно боролся со всем рациональным, что было в обществе, пропагандировал отказ от разума и прямые лобызания с абсурдом. Именно потому и  сказку, перемешанную с реальностью, и абсурдность детского фольклора, и частично, кстати заимствованные Чуковским методы и приемы  в детской английской литературы- например, у Кэрола- все это считалось педагогической диверсией против воспитания рационального, технологического, научного, в конечном итоге, мышления. И эта критика, кстати, ПОМОГЛА ЧУКОВСКОМУ. Например, в 1943 он сгоряча, под военную тематику выпустил аллегорическую сказку про Бармалея, где добрые звери воюют со злыми. Он и сам признавал, что вышла халтура. А не держи его критика в тонусе- да с его писучестью он бы завалил издательства совершеннейшей макулатурой, и превратился бы в ту же немного улучшенную филологически Чарскую - то есть, ударился бы в графоманию. Материально он в период ""гонений"" ни хрена не бедствовал. Когда дети Петрограда в 1916-1921гг голодали и помирали с голоду совершенно буквально, Чуковский с семьёй не голодал. Не голодал и позже. И даже дочь, которую взяли на перепечатывания антисоветских листовок, отделалась лёгким испугом. Да всем бы такие ""гонения"".",9,,,2026-03-31 21:31:33
arzamas.academy,comment,154572,"Я не понимаю, зачем надо ""заметать следы и маскироваться"", изменяя свою фамилию Корнейчук на псевдоним какой-то тупой Корней да ещё и Чуковский? Допустим, я бы стал известным детским писателем. Спрашивается, зачем мне маскироваться, например, под Блинер Александреску? Или ещё под какого-нибудь Тимофея Мемевкин-Задунайского?
А так, конечно, помню его книжку ""От двух до пяти"", у нас была...",0,,,2026-04-01 13:33:50
arzamas.academy,comment,154572,Чудо писатель,4,,,2026-04-01 21:35:43
arzamas.academy,comment,154572,"Вот ботов подвалило- жуть!!!!! И все один к одному- КОРНЕЯ ИВАНОВИЧА изничтожить пытаются!! Затоптать его ИМЯ в грязь..Да не получится вашей всей ботве его унизить или хоть на йоту опорочить- кишка тонка! ЧУКОВСКИЙ жил и творил и продолжает БЫТЬ в своих книгах, рисунках, мыслях 🤍🕊️🤍",3,,,2026-04-02 05:35:53
arzamas.academy,comment,154572,"Восхищаюсь Чуковским! Жаль, что для большинства он только детский писатель. Очень жду курс о нём😃",2,,,2026-04-04 01:19:56
arzamas.academy,post,154569,"В новом выпуске «Острова сокровищ» галерист Ильдар Галеев рассказывает про «Рукопись, найденную в Сарагосе».

Зачем брать на остров книгу, если она не закончена и ее сюжет невозможно пересказать? Почему некоторые романы — это вызов, который нужно принять? И как Ян Потоцкий повлиял на Скорсезе, Копполу, Бунюэля и отразил мышление геймера с помощью своего романа (сам того не зная).

Слушайте разговор Ильдара Галеева и Ани Красильщик: https://open.arzamas.academy/a/2149/15410?utm_source=vk&utm_medium=post&utm_campaign=arzamas_channel",37,4.0,10181.0,2026-03-31 11:40:08
arzamas.academy,post,154563,"Киногид по фильмам Тарантино!

Кино Квентина Тарантино может быть смешным и пугающим, супергеройским и феминистским, локальным и «престиж­ным», но остается утешительным. Льется кровь, летят головы и конечности, постоянно кого-то бьют, сменяются противники, локации и жанры — а в итоге добро все равно побеждает зло. 

Кинокритик Ефим Гугнин рассказывает о самых известных и подзабытых картинах «гуманиста с мачете наперевес», где насилие парадоксальным образом исправляет реальность: https://arzamas.academy/mag/1397-tarantino?utm_source=vk&utm_medium=post&utm_campaign=arzamas_channel",63,25.0,13500.0,2026-03-30 19:00:03
arzamas.academy,comment,154563,"Странно не упомянуть новеллу из Четырёх комнат. Не полный метр, но какая же она красивая!",0,,,2026-03-31 01:35:50
arzamas.academy,comment,154563,"Кино Тарантино было в начале, прежде всего, антиамериканским.

В нём он стебался над американским обществом.",0,,,2026-03-31 10:19:13
arzamas.academy,comment,154563,"Оливер Стоун, Алан  Паркер , Ф.Ф Копола, Скорсезе -это режиссеры !",0,,,2026-03-31 15:14:09
arzamas.academy,post,154562,"«Саврасов как раз не про шедевры. Он про довольно ровное, иногда хуже качеством, иногда лучше, производство природных видов, довольно часто — в таких переходных состояниях: рассвет, закат, вот там, где тебе хочется привстать и созерцать — ты это делаешь и с природой, ты это делаешь с картинами Саврасова, это как раз тот самый случай, когда ты ему благодарен за то, что он повторяет природу. Это стратегия реализма: я тебе правду расскажу и покажу. Честно, если бы к Саврасову туда не довесили другие пейзажи, я боюсь, что эта выставка бы просела — именно потому, что в ней недостаточно, как и у самого Саврасова, вот таких вот опорных точек».

Слушайте новый выпуск подкаста «Зачем я это увидел?» бесплатно на нашем сайте и в приложении «Радио Arzamas»: https://open.arzamas.academy/a/1/15402 

Алексей Саврасов. Грачи прилетели. Вариант. 1879 год
Нижегородский государственный художественный музей

Алексей Саврасов. Закат. Середина — вторая половина XIX века. 
Ивановский областной художественный музей 

Алексей Саврасов. Закат. XIX век
Музейно-выставочный комплекс г. о. Люберцы 

Константин Крыжицкий. Днепровские дали. 1908 год
Самарский областной художественный музей 

Николай Дубовской. Притихло. Вторая половина 1890-х годов 
Государственный Владимиро-Суздальский музей-заповедник",539,85.0,67294.0,2026-03-30 18:02:34
arzamas.academy,comment,154562,Оборот «Х про У» изрядно утомил 😒,14,,,2026-04-02 09:03:04
arzamas.academy,comment,154562,"Нравится его картина ""Водопад"".",2,,,2026-04-02 14:17:38
arzamas.academy,comment,154562,"А кто это говорит? Кого цитируют? Мне нравится ""Грачи прилетели"", несмотря на хрестоматийность. Это очень точно переданная картинка. Других его работ и не знаю. Надо бы посмотреть. По выложенным интересное ощущение, как будто разные художники рисовали.",7,,,2026-04-02 16:11:36
arzamas.academy,comment,154562,"Что за горе искусствовед объявился... Комментируй, что у тебя на заборе написано",4,,,2026-04-02 19:12:08
arzamas.academy,comment,154562,"Я не ожидала, но именно картина ""Грачи прилетели"" вызвала у меня в музее невероятный интерес! Картина вроде бы простая, но невероятно талантливая!! Очень долго её рассматривала с интересом. Отличное мастерство автора!",3,,,2026-04-03 15:30:24
arzamas.academy,comment,154562,"А ""Грачи прилетели"" - разве не шедевр? Очень атмосферно передана картина весны. Прям запах весны ощущается.",2,,,2026-04-04 08:49:32
arzamas.academy,comment,154562,"Саврасов прекрасен, а вот сопроводительный текст ужасен.",1,,,2026-04-04 21:29:29
arzamas.academy,post,154558,"В это невозможно поверить, но мы действительно это сделали. Встречайте «Книжную серию Arzamas»!

Мы сбились со счета, сколько раз вы спрашивали, есть ли расшифровки наших лекций. Теперь есть не просто расшифровки, а настоящие книги по нашим курсам! Мы отредактировали тексты лекций с учетом книжного формата и добавили к ним эксклюзивные дополнительные материалы.

У наших книг:

— компактный размер — удобно взять с собой в дорогу или на прогулку;
— уникальный серийный дизайн — они будут эстетично смотреться на полке, а еще на каждой обложке есть вырез с фрагментом иллюстрации;
— широкий диапазон тем — можно собрать свою сокровищницу знаний об истории культуры.

Сейчас уже готовы три книги — «Ассирия. Жизнь и смерть древней империи» Екатерины Маркиной, «История Англии. Война Алой и Белой розы» Елены Браун и «Вселенная Достоевского» Анастасии Першкиной. Эту серию мы выпускаем совместно с «Альпиной нон-фикшн», на сайте издательства можно оформить предзаказ на наши книги: https://alpinabook.ru/series/knizhnaya-seriya-arzamas/ 

Скоро мы анонсируем больше новинок и очень хотим узнать, какие курсы вы мечтаете увидеть на бумаге!",259,49.0,37474.0,2026-03-30 13:29:07
arzamas.academy,comment,154558,Очень круто! 💔,1,,,2026-03-30 14:33:48
arzamas.academy,comment,154558,"Хорошая новость, спасибо!",1,,,2026-03-30 21:02:53
arzamas.academy,comment,154558,"Отличная новость! А скажите, вы планируете выпускать электронные версии и/или сотрудничать с Яндекс.Книги?",1,,,2026-03-31 14:11:08
arzamas.academy,post,154551,"Статусность шоколаду в Испании придавала не только высокая цена ингредиентов, но и крайняя трудоемкость приготовления. 

Самым изнурительным этапом был ручной помол. Какао-бобы измельчали, перетирая небольшими порциями с помощью специальной каменной зернотерки metate. Она представляла собой вогнутую каменную плиту, по которой водили другим камнем, перетирая бобы в пасту. Слуга работал на коленях, наклоняясь над камнями всем телом. В отличие от остальной Европы в Испании долго сохранялась традиция изготовления шоколада ручного помола — chocolate a brazo. Считалось, что напиток из такого какао вкуснее. Некоторые ценители всерьез связывали особенности вкуса с потом рабочих, который пропитывал получающуюся пасту какао.

О том, как шоколад преодолел путь от ритуального напитка мезоамериканцев до популярной по всему миру сладости, слушайте в лекции филолога Анастасии Кутьковой: https://open.arzamas.academy/a/2184/15394

Проект подготовлен совместно с Благотворительным фондом [club225686264|«Выручаем»]",56,13.0,15254.0,2026-03-29 19:00:06
arzamas.academy,comment,154551,"Вымораживает то, что многие сейчас не понимают разницы между многочисленными детскими растворимыми какавами и нормальным какао.",0,,,2026-03-30 01:07:15
arzamas.academy,post,154549,"«Чтобы буржуа могли спокойно поужинать, все остальные механизмы надзора и контроля и пенитенциарная система должны работать как часы. Но когда они вырабатывают лишний прочий материал, например уголовные и криминальные элементы, ей по-прежнему необходимо работать, ей по-прежнему необходимо функционировать. Тогда дело доходит, что называется, и до своих».

Во второй лекции курса «Философ идет в кино» Вячеслав Корнев рассказывает о фильме Луиса Бунюэля «Скромное обаяние буржуазии». Как Бунюэль перешел от раннего эпатажного сюрреализма к сюрреализму деталей? Как фильм говорит о производстве иллюзий? И почему иллюзии не могут изгнать реальность окончательно?

Слушайте на нашем сайте и в приложении «Радио Arzamas»: https://open.arzamas.academy/a/2185/15405?utm_source=vk&utm_medium=post&utm_campaign=arzamas_channel",93,23.0,16557.0,2026-03-29 15:00:06
arzamas.academy,post,154548,"Офис Бэтмена в стиле ар-деко, жуткие истории в операх, волшебство стихов и любимый цвет Ван Гога — подборка подкастов и курсов про искусство в детском приложении «Гусьгусь»:

🏙 Подкаст про архитектуру и кино «Невидимый город»
https://open.goosegoose.academy/radio?az_action=navigate&az_id=48&az_screen=Album&az_type=podcasts&gg=1&utm_source=vk&utm_medium=arz_goosepost&utm_campaign=podcast
 
Секреты привычных зданий, эльфийских домов и офисов супергероев. Историк архитектуры Айрат Багаутдинов помогает увидеть невидимое на улицах и расшифровать язык города, рассказывает про самые важные архитектурные стили XX века и объясняет, о чем нам говорит архитектура в популярном кино — от «Гарри Поттера» до «Звездных войн». 

👻 Курс «Оперы и призраки. Музыкальные страшилки»
https://open.goosegoose.academy/radio?az_action=navigate&az_id=386&az_screen=Album&az_type=courses&gg=1&utm_source=vk&utm_medium=arz_goosepost&utm_campaign=course

Музыкальная журналистка Ляля Кандаурова рассказывает жуткие истории из опер композиторов XX века. В 10 выпусках — 10 страшных опер с привидениями, мрачными замками, злодеями, чертями и странными существами. Но совсем не все истории фантастические: некоторые посвящены обычным человеческим злодеяниям. 

🗣 Курс «Как читать, учить и любить стихи»
https://open.goosegoose.academy/radio?az_action=navigate&az_id=444&az_screen=Album&az_type=courses&gg=1&utm_source=vk&utm_medium=arz_goosepost&utm_campaign=course

Учитель литературы и ведущая подкаста «Сказки бабушки Гусыни» Елена Вигдорова подробно и интересно разбирает непонятное в стихотворениях из школьной программы, а еще рассказывает о том, как устроена поэзия, и о волшебных способах легко учить стихи наизусть. 

🎨 Подкаст про цвет «Где сидит фазан?»
https://open.goosegoose.academy/radio?az_action=navigate&az_id=43&az_screen=Album&az_type=podcasts&gg=1&utm_source=vk&utm_medium=arz_goosepost&utm_campaign=podcast

Почему портрет Офелии, героини пьесы Шекспира, похож на ботанический атлас? Зачем американский художник Марк Ротко выставлял свои картины без рам? И откуда взялось выражение «мне фиолетово»? В девяти лекциях историк искусства Алина Аксёнова рассказывает о цветах, способах создания красок и секретах известных картин.

Пушкин и няня. Иллюстрация Николая Ильина. 1949 год",86,16.0,17921.0,2026-03-29 10:01:05
arzamas.academy,post,154544,"Федерико Феллини, создавая фильм «Восемь с половиной», отверг требование продюсеров обозначить четкие границы между фантазией и реальностью. Обычные фильмы того времени говорили языком зрительской нормы — даже если они допускали в кино, например, сновидения, то выделяли их на уровне изображения или звука. Феллини отказался объяснять зрителю, что на экране происходит на самом деле, а что является плодом психической деятельности героя, — и именно по такому пути пошел кинематограф в дальнейшем.

Слушайте первую лекцию философа Вячеслава Корнева из курса «Философ идет в кино»: https://open.arzamas.academy/a/2185/15404?utm_source=vk&utm_medium=post&utm_campaign=arzamas_channel",139,60.0,32074.0,2026-03-28 19:00:06
art_and_stories,post,128732,"В нашей коллекции альбомов с экспонатами британских музеев три новых галереи: Дом-музей Лейтона, Художественная галерея Лидса и Национальная портретная галерея (Лондон). Теперь в ней 15 альбомов:
1. Tate Britain (Тейт Британия, Лондон)
2. The National Gallery (Лондонская Национальная галерея)
3. Tate Modern (Тейт Модерн, Лондон)
4. The Victoria and Albert Museum,V&A (Музей Виктории и Альберта, Лондон)
5. The Wallace Collection (Собрание Уоллеса, Лондон)
6. Guildhall Art Gallery (Художественная галерея Гилдхолла, Лондон)
7. York Art Gallery (Йоркская художественная галерея, Йорк)
8. The Barber Institute of Fine Arts (Институт изящных искусств Барбера, Бирмингем)
9. The Holburne Museum (Музей искусств Холбурн, Бат)
10. Courtauld Institute of Art (Институт искусства Курто, Лондон)
11. Victoria Art Gallery (Художественная галерея Виктория, Бат) https://vk.com/album-179896552_287590915
12. Wellcome Collection (Лондон) https://vk.com/album-179896552_287590954
13. Leighton House Museum https://vk.com/album-179896552_295676821
14. Leeds Art Gallery https://vk.com/album-179896552_295592944
15. National Portrait Gallery, London https://vk.com/album-179896552_295483991

Все альбомы будут наполняться по мере обработки материала.",997,433.0,276616.0,2024-03-19 07:58:17
art_and_stories,comment,128732,"В нашей коллекции пополнение: шедевры Музея изобразительных искусств галереи в Лейпциге (https://vk.com/album-179896552_306275733) и Центра Помпиду в Париже (https://vk.com/album-179896552_306275702). Также мы сделали альбомы с экспонатами выставок: «Экспрессионизм. Кандинский, Мюнтер и «Синий всадник» (https://vk.com/album-179896552_306276019), ""Сарджент и мода"" (https://vk.com/album-179896552_306275784), «Йоко Оно: Музыка разума» (https://vk.com/albums-179896552), проходивших в Лондоне в 2024 году

Все альбомы будут наполняться по мере обработки материала.",6,,,2025-05-18 08:24:44
art_and_stories,comment,128732,"В нашей коллекции пополнение: шедевры пяти американских галерей в деталях 
 
Метрополитен-музей в Нью-Йорке vk.com/album-179896552_3074... 
МоМА (музей современного искусства в Нью-Йорке) vk.com/album-179896552_3075... 
Музей Соломона Р. Гуггенхайма в Нью-Йорке vk.com/album-179896552_3074... 
Brooklyn Museum (Бруклинский музей) vk.com/album-179896552_3075... 
Национальная галерея искусств в Вашингтоне vk.com/album-179896552_3075... 
 
Все альбомы будут наполняться по мере обработки материала.",4,,,2025-09-07 09:37:03
